sportId,eventTemplateId,eventTemplateType,marketTemplateId,marketTemplateType,marketTemplateName,marketTemplateKey,selectionTemplateType,selectionTemplateName,selectionTemplateKeyType,selectionTemplateKeyId,selectionTemplateKeyName,selectionTemplateKey,selectionTemplateKeyRealId,ictKey,ictMarketTemplateName,ictSelectionTemplateName,Result-field1,Result-field2,Translated ictMarketTemplateName,Translated ictSelectionTemplateName,naziv,naziv2,opis,uslov_za_pogodak,naziv_ishoda1,opis_ishoda1,naziv_ishoda2,opis_ishoda2,naziv_ishoda3,opis_ishoda3,naziv_ishoda4,opis_ishoda4,naziv_ishoda5,opis_ishoda5,naziv_ishoda6,opis_ishoda6,naziv_ishoda7,opis_ishoda7,naziv_ishoda8,opis_ishoda8,naziv_ishoda9,opis_ishoda9,naziv_ishoda10,opis_ishoda10,naziv_ishoda11,opis_ishoda11,naziv_ishoda12,opis_ishoda12,naziv_ishoda13,opis_ishoda13,naziv_ishoda14,opis_ishoda14,naziv_ishoda15,opis_ishoda15,naziv_ishoda16,opis_ishoda16,naziv_ishoda17,opis_ishoda17,naziv_ishoda18,opis_ishoda18,naziv_ishoda19,opis_ishoda19,naziv_ishoda20,opis_ishoda20,naziv_ishoda21,opis_ishoda21,naziv_ishoda22,opis_ishoda22,naziv_ishoda23,opis_ishoda23,naziv_ishoda24,opis_ishoda24,naziv_ishoda25,opis_ishoda25,napomena,kladionicarska_podvrsta
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 9, 'type': 'selection-key-correct-score'}",A18-9,darts|two-participant-event|correct-score|A18-9,Correct Score,${away} ${winscore}-${losescore},9:18,"GDF=9, GGF=18",Tačan rezultat,9:18,NP556,Darts Correct Score - 9:18,Tačan rezultat pikado - 9:18,GDF=9 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 0, 'type': 'selection-key-correct-score'}",A10-0,darts|two-participant-event|correct-score|A10-0,Correct Score,${home} ${winscore}-${losescore},0:10,"GDF=0, GGF=10",Tačan rezultat,0:10,NP557,Darts Correct Score - 0:10,Tačan rezultat pikado - 0:10,GDF=0 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 0, 'home': 10, 'type': 'selection-key-correct-score'}",H10-0,darts|two-participant-event|correct-score|H10-0,Correct Score,${away} ${winscore}-${losescore},10:0,"GDF=10, GGF=0",Tačan rezultat,10:0,NP558,Darts Correct Score - 10:0,Tačan rezultat pikado - 10:0,GDF=10 and GGF=0,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 1, 'type': 'selection-key-correct-score'}",A10-1,darts|two-participant-event|correct-score|A10-1,Correct Score,${home} ${winscore}-${losescore},1:10,"GDF=1, GGF=10",Tačan rezultat,1:10,NP559,Darts Correct Score - 1:10,Tačan rezultat pikado - 1:10,GDF=1 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 1, 'home': 10, 'type': 'selection-key-correct-score'}",H10-1,darts|two-participant-event|correct-score|H10-1,Correct Score,${away} ${winscore}-${losescore},10:1,"GDF=10, GGF=1",Tačan rezultat,10:1,NP560,Darts Correct Score - 10:1,Tačan rezultat pikado - 10:1,GDF=10 and GGF=1,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 2, 'type': 'selection-key-correct-score'}",A10-2,darts|two-participant-event|correct-score|A10-2,Correct Score,${home} ${winscore}-${losescore},2:10,"GDF=2, GGF=10",Tačan rezultat,2:10,NP561,Darts Correct Score - 2:10,Tačan rezultat pikado - 2:10,GDF=2 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 2, 'home': 10, 'type': 'selection-key-correct-score'}",H10-2,darts|two-participant-event|correct-score|H10-2,Correct Score,${away} ${winscore}-${losescore},10:2,"GDF=10, GGF=2",Tačan rezultat,10:2,NP562,Darts Correct Score - 10:2,Tačan rezultat pikado - 10:2,GDF=10 and GGF=2,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 3, 'type': 'selection-key-correct-score'}",A10-3,darts|two-participant-event|correct-score|A10-3,Correct Score,${home} ${winscore}-${losescore},3:10,"GDF=3, GGF=10",Tačan rezultat,3:10,NP563,Darts Correct Score - 3:10,Tačan rezultat pikado - 3:10,GDF=3 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 3, 'home': 10, 'type': 'selection-key-correct-score'}",H10-3,darts|two-participant-event|correct-score|H10-3,Correct Score,${away} ${winscore}-${losescore},10:3,"GDF=10, GGF=3",Tačan rezultat,10:3,NP564,Darts Correct Score - 10:3,Tačan rezultat pikado - 10:3,GDF=10 and GGF=3,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 4, 'type': 'selection-key-correct-score'}",A10-4,darts|two-participant-event|correct-score|A10-4,Correct Score,${home} ${winscore}-${losescore},4:10,"GDF=4, GGF=10",Tačan rezultat,4:10,NP565,Darts Correct Score - 4:10,Tačan rezultat pikado - 4:10,GDF=4 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 4, 'home': 10, 'type': 'selection-key-correct-score'}",H10-4,darts|two-participant-event|correct-score|H10-4,Correct Score,${away} ${winscore}-${losescore},10:4,"GDF=10, GGF=4",Tačan rezultat,10:4,NP566,Darts Correct Score - 10:4,Tačan rezultat pikado - 10:4,GDF=10 and GGF=4,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 5, 'type': 'selection-key-correct-score'}",A10-5,darts|two-participant-event|correct-score|A10-5,Correct Score,${home} ${winscore}-${losescore},5:10,"GDF=5, GGF=10",Tačan rezultat,5:10,NP567,Darts Correct Score - 5:10,Tačan rezultat pikado - 5:10,GDF=5 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 5, 'home': 10, 'type': 'selection-key-correct-score'}",H10-5,darts|two-participant-event|correct-score|H10-5,Correct Score,${away} ${winscore}-${losescore},10:5,"GDF=10, GGF=5",Tačan rezultat,10:5,NP568,Darts Correct Score - 10:5,Tačan rezultat pikado - 10:5,GDF=10 and GGF=5,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 6, 'type': 'selection-key-correct-score'}",A10-6,darts|two-participant-event|correct-score|A10-6,Correct Score,${home} ${winscore}-${losescore},6:10,"GDF=6, GGF=10",Tačan rezultat,6:10,NP569,Darts Correct Score - 6:10,Tačan rezultat pikado - 6:10,GDF=6 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 6, 'home': 10, 'type': 'selection-key-correct-score'}",H10-6,darts|two-participant-event|correct-score|H10-6,Correct Score,${away} ${winscore}-${losescore},10:6,"GDF=10, GGF=6",Tačan rezultat,10:6,NP570,Darts Correct Score - 10:6,Tačan rezultat pikado - 10:6,GDF=10 and GGF=6,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 7, 'type': 'selection-key-correct-score'}",A10-7,darts|two-participant-event|correct-score|A10-7,Correct Score,${home} ${winscore}-${losescore},7:10,"GDF=7, GGF=10",Tačan rezultat,7:10,NP571,Darts Correct Score - 7:10,Tačan rezultat pikado - 7:10,GDF=7 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 7, 'home': 10, 'type': 'selection-key-correct-score'}",H10-7,darts|two-participant-event|correct-score|H10-7,Correct Score,${away} ${winscore}-${losescore},10:7,"GDF=10, GGF=7",Tačan rezultat,10:7,NP572,Darts Correct Score - 10:7,Tačan rezultat pikado - 10:7,GDF=10 and GGF=7,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 8, 'type': 'selection-key-correct-score'}",A10-8,darts|two-participant-event|correct-score|A10-8,Correct Score,${home} ${winscore}-${losescore},8:10,"GDF=8, GGF=10",Tačan rezultat,8:10,NP573,Darts Correct Score - 8:10,Tačan rezultat pikado - 8:10,GDF=8 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 8, 'home': 10, 'type': 'selection-key-correct-score'}",H10-8,darts|two-participant-event|correct-score|H10-8,Correct Score,${away} ${winscore}-${losescore},10:8,"GDF=10, GGF=8",Tačan rezultat,10:8,NP574,Darts Correct Score - 10:8,Tačan rezultat pikado - 10:8,GDF=10 and GGF=8,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 9, 'type': 'selection-key-correct-score'}",A10-9,darts|two-participant-event|correct-score|A10-9,Correct Score,${home} ${winscore}-${losescore},9:10,"GDF=9, GGF=10",Tačan rezultat,9:10,NP575,Darts Correct Score - 9:10,Tačan rezultat pikado - 9:10,GDF=9 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 9, 'home': 10, 'type': 'selection-key-correct-score'}",H10-9,darts|two-participant-event|correct-score|H10-9,Correct Score,${away} ${winscore}-${losescore},10:9,"GDF=10, GGF=9",Tačan rezultat,10:9,NP576,Darts Correct Score - 10:9,Tačan rezultat pikado - 10:9,GDF=10 and GGF=9,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 11, 'type': 'selection-key-correct-score'}",H11-10,darts|two-participant-event|correct-score|H11-10,Correct Score,${home} ${winscore}-${losescore},11:10,"GDF=11, GGF=10",Tačan rezultat,11:10,NP577,Darts Correct Score - 11:10,Tačan rezultat pikado - 11:10,GDF=11 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 11, 'home': 10, 'type': 'selection-key-correct-score'}",A11-10,darts|two-participant-event|correct-score|A11-10,Correct Score,${away} ${winscore}-${losescore},10:11,"GDF=10, GGF=11",Tačan rezultat,10:11,NP1153,Darts Correct Score - 10:11,Tačan rezultat pikado - 10:11,GDF=10 and GGF=11,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 12, 'type': 'selection-key-correct-score'}",H12-10,darts|two-participant-event|correct-score|H12-10,Correct Score,${home} ${winscore}-${losescore},12:10,"GDF=12, GGF=10",Tačan rezultat,12:10,NP579,Darts Correct Score - 12:10,Tačan rezultat pikado - 12:10,GDF=12 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 12, 'home': 10, 'type': 'selection-key-correct-score'}",A12-10,darts|two-participant-event|correct-score|A12-10,Correct Score,${away} ${winscore}-${losescore},10:12,"GDF=10, GGF=12",Tačan rezultat,10:12,NP580,Darts Correct Score - 10:12,Tačan rezultat pikado - 10:12,GDF=10 and GGF=12,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 13, 'type': 'selection-key-correct-score'}",H13-10,darts|two-participant-event|correct-score|H13-10,Correct Score,${home} ${winscore}-${losescore},13:10,"GDF=13, GGF=10",Tačan rezultat,13:10,NP581,Darts Correct Score - 13:10,Tačan rezultat pikado - 13:10,GDF=13 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 13, 'home': 10, 'type': 'selection-key-correct-score'}",A13-10,darts|two-participant-event|correct-score|A13-10,Correct Score,${away} ${winscore}-${losescore},10:13,"GDF=10, GGF=13",Tačan rezultat,10:13,NP582,Darts Correct Score - 10:13,Tačan rezultat pikado - 10:13,GDF=10 and GGF=13,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 14, 'type': 'selection-key-correct-score'}",H14-10,darts|two-participant-event|correct-score|H14-10,Correct Score,${home} ${winscore}-${losescore},14:10,"GDF=14, GGF=10",Tačan rezultat,14:10,NP583,Darts Correct Score - 14:10,Tačan rezultat pikado - 14:10,GDF=14 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 14, 'home': 10, 'type': 'selection-key-correct-score'}",A14-10,darts|two-participant-event|correct-score|A14-10,Correct Score,${away} ${winscore}-${losescore},10:14,"GDF=10, GGF=14",Tačan rezultat,10:14,NP584,Darts Correct Score - 10:14,Tačan rezultat pikado - 10:14,GDF=10 and GGF=14,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 15, 'type': 'selection-key-correct-score'}",H15-10,darts|two-participant-event|correct-score|H15-10,Correct Score,${home} ${winscore}-${losescore},15:10,"GDF=15, GGF=10",Tačan rezultat,15:10,NP585,Darts Correct Score - 15:10,Tačan rezultat pikado - 15:10,GDF=15 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 15, 'home': 10, 'type': 'selection-key-correct-score'}",A15-10,darts|two-participant-event|correct-score|A15-10,Correct Score,${away} ${winscore}-${losescore},10:15,"GDF=10, GGF=15",Tačan rezultat,10:15,NP586,Darts Correct Score - 10:15,Tačan rezultat pikado - 10:15,GDF=10 and GGF=15,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 16, 'type': 'selection-key-correct-score'}",H16-10,darts|two-participant-event|correct-score|H16-10,Correct Score,${home} ${winscore}-${losescore},16:10,"GDF=16, GGF=10",Tačan rezultat,16:10,NP587,Darts Correct Score - 16:10,Tačan rezultat pikado - 16:10,GDF=16 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 16, 'home': 10, 'type': 'selection-key-correct-score'}",A16-10,darts|two-participant-event|correct-score|A16-10,Correct Score,${away} ${winscore}-${losescore},10:16,"GDF=10, GGF=16",Tačan rezultat,10:16,NP588,Darts Correct Score - 10:16,Tačan rezultat pikado - 10:16,GDF=10 and GGF=16,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 17, 'type': 'selection-key-correct-score'}",H17-10,darts|two-participant-event|correct-score|H17-10,Correct Score,${home} ${winscore}-${losescore},17:10,"GDF=17, GGF=10",Tačan rezultat,17:10,NP589,Darts Correct Score - 17:10,Tačan rezultat pikado - 17:10,GDF=17 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 17, 'home': 10, 'type': 'selection-key-correct-score'}",A17-10,darts|two-participant-event|correct-score|A17-10,Correct Score,${away} ${winscore}-${losescore},10:17,"GDF=10, GGF=17",Tačan rezultat,10:17,NP590,Darts Correct Score - 10:17,Tačan rezultat pikado - 10:17,GDF=10 and GGF=17,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
